work_year,job_title,job_category,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2022,data_scientist,ML/AI,195130,mexico,junior,meio_periodo,presencial,india,pequena
2020,machine_learning_engineer,ML/AI,87450,japao,junior,tempo_integral,presencial,alemanha,pequena
2021,machine_learning_engineer,ML/AI,89529,reino unido,senior,temporario,hibrido,estados unidos,pequena
2022,data_analyst,ML/AI,152766,alemanha,executivo,tempo_integral,presencial,reino unido,pequena
2020,data_scientist,ML/AI,61334,alemanha,senior,freelancer,hibrido,mexico,media
2020,data_scientist,Data Science,93452,alemanha,executivo,freelancer,remoto,mexico,grande
2022,machine_learning_engineer,Analysis,167583,alemanha,sem_exp,tempo_integral,presencial,china,grande
2021,data_analyst,Engineering,137018,japao,junior,meio_periodo,hibrido,estados unidos,grande
2021,machine_learning_engineer,ML/AI,69440,india,executivo,freelancer,hibrido,india,media
2020,machine_learning_engineer,Engineering,93118,japao,pleno,meio_periodo,remoto,china,pequena
2021,data_engineer,Data Science,115263,china,pleno,tempo_integral,presencial,estados unidos,pequena
2021,data_engineer,Analysis,156775,japao,junior,meio_periodo,hibrido,mexico,media
2021,data_analyst,ML/AI,79217,reino unido,executivo,freelancer,hibrido,estados unidos,media
2020,statistician,Data Science,192211,india,pleno,tempo_integral,hibrido,mexico,grande
2022,data_engineer,Data Science,98517,mexico,pleno,meio_periodo,presencial,china,grande
2021,statistician,Analysis,173857,estados unidos,pleno,meio_periodo,presencial,reino unido,media
2020,data_scientist,ML/AI,84740,estados unidos,junior,temporario,remoto,reino unido,media
2020,data_engineer,ML/AI,131119,mexico,sem_exp,freelancer,remoto,japao,pequena
2022,data_engineer,Analysis,43950,india,pleno,temporario,remoto,estados unidos,pequena
2021,data_analyst,Engineering,102209,estados unidos,pleno,meio_periodo,presencial,reino unido,grande
2021,statistician,Engineering,97278,india,senior,freelancer,hibrido,mexico,media
2022,data_engineer,Analysis,68488,reino unido,pleno,tempo_integral,presencial,estados unidos,media
2022,data_engineer,Engineering,66277,reino unido,executivo,tempo_integral,presencial,estados unidos,pequena
2020,data_analyst,Data Science,33534,japao,pleno,tempo_integral,presencial,india,media
2020,data_analyst,Analysis,110221,estados unidos,senior,meio_periodo,remoto,india,grande
2022,statistician,ML/AI,101121,mexico,junior,meio_periodo,hibrido,china,pequena
2021,data_scientist,ML/AI,104090,india,junior,tempo_integral,presencial,estados unidos,media
2020,data_scientist,Data Science,139777,reino unido,executivo,temporario,remoto,india,grande
2020,machine_learning_engineer,ML/AI,31634,japao,pleno,temporario,presencial,mexico,grande
2021,data_engineer,ML/AI,46908,estados unidos,pleno,freelancer,hibrido,china,pequena
2020,statistician,Analysis,182382,estados unidos,senior,freelancer,remoto,reino unido,grande
2021,data_engineer,Data Science,110653,estados unidos,senior,tempo_integral,presencial,estados unidos,pequena
2021,statistician,Analysis,97258,reino unido,executivo,meio_periodo,remoto,india,grande
2021,statistician,Data Science,99400,reino unido,executivo,meio_periodo,hibrido,reino unido,media
2022,statistician,Analysis,146107,estados unidos,pleno,freelancer,hibrido,estados unidos,pequena
2022,data_engineer,Analysis,159468,reino unido,pleno,tempo_integral,remoto,china,grande
2022,data_analyst,Engineering,142436,estados unidos,executivo,freelancer,presencial,estados unidos,pequena
2021,data_engineer,ML/AI,61131,alemanha,junior,temporario,hibrido,india,grande
2021,statistician,Data Science,181458,reino unido,junior,tempo_integral,hibrido,reino unido,pequena
2022,machine_learning_engineer,ML/AI,91760,india,junior,tempo_integral,presencial,estados unidos,media
2020,data_scientist,Data Science,97370,reino unido,sem_exp,tempo_integral,remoto,estados unidos,media
2021,statistician,Data Science,159841,estados unidos,executivo,temporario,remoto,mexico,pequena
2020,machine_learning_engineer,Engineering,84470,india,senior,tempo_integral,presencial,china,media
2020,data_analyst,Data Science,149688,japao,sem_exp,freelancer,hibrido,japao,pequena
2021,statistician,Analysis,83283,india,sem_exp,temporario,hibrido,estados unidos,media
2021,machine_learning_engineer,Engineering,160263,india,junior,meio_periodo,presencial,japao,pequena
2020,statistician,Engineering,163425,reino unido,pleno,freelancer,presencial,japao,media
2020,data_engineer,Analysis,43878,china,junior,freelancer,remoto,reino unido,media
2022,machine_learning_engineer,Analysis,147743,india,sem_exp,freelancer,remoto,alemanha,pequena
2022,data_engineer,Engineering,106668,india,pleno,temporario,presencial,china,pequena
2021,data_engineer,ML/AI,38203,mexico,pleno,freelancer,hibrido,japao,media
2022,machine_learning_engineer,Analysis,40322,estados unidos,junior,temporario,remoto,reino unido,pequena
2022,data_scientist,Data Science,106831,reino unido,junior,tempo_integral,presencial,china,grande
2022,machine_learning_engineer,Engineering,65925,estados unidos,pleno,meio_periodo,hibrido,mexico,grande
2022,data_scientist,ML/AI,52247,reino unido,senior,tempo_integral,remoto,india,grande
2020,statistician,Analysis,137930,japao,executivo,freelancer,presencial,japao,grande
2021,statistician,Analysis,178412,china,sem_exp,temporario,presencial,alemanha,pequena
2022,machine_learning_engineer,Engineering,149496,india,executivo,temporario,hibrido,india,media
2020,statistician,Analysis,183594,mexico,sem_exp,tempo_integral,hibrido,china,grande
2020,data_analyst,Engineering,107631,reino unido,executivo,freelancer,presencial,japao,pequena
2020,data_engineer,ML/AI,76335,india,pleno,meio_periodo,hibrido,mexico,media
2022,data_engineer,Analysis,118961,india,executivo,temporario,presencial,japao,media
2022,data_scientist,Data Science,64723,alemanha,senior,temporario,hibrido,alemanha,pequena
2021,statistician,ML/AI,34991,estados unidos,senior,freelancer,hibrido,estados unidos,pequena
2022,data_scientist,Engineering,197905,china,junior,temporario,remoto,alemanha,pequena
2022,data_engineer,ML/AI,177139,mexico,sem_exp,freelancer,remoto,mexico,pequena
2020,data_engineer,Engineering,43763,reino unido,junior,freelancer,hibrido,reino unido,media
2021,statistician,Data Science,74863,japao,junior,meio_periodo,presencial,reino unido,media
2022,data_analyst,Data Science,47408,china,pleno,freelancer,hibrido,mexico,media
2022,data_analyst,Data Science,186248,alemanha,senior,tempo_integral,remoto,mexico,pequena
2020,statistician,Data Science,196169,estados unidos,pleno,meio_periodo,presencial,mexico,media
2020,statistician,Data Science,144177,japao,senior,freelancer,hibrido,alemanha,grande
2022,data_scientist,Engineering,196866,japao,pleno,freelancer,hibrido,alemanha,media
2021,statistician,Data Science,119767,india,senior,meio_periodo,hibrido,alemanha,media
2021,data_analyst,Data Science,31011,estados unidos,junior,temporario,hibrido,alemanha,pequena
2020,statistician,Analysis,184499,alemanha,sem_exp,meio_periodo,remoto,mexico,pequena
2020,data_scientist,Data Science,68392,reino unido,junior,temporario,remoto,alemanha,media
2022,data_scientist,Analysis,88990,reino unido,senior,meio_periodo,remoto,japao,pequena
2020,data_scientist,Analysis,176301,alemanha,pleno,meio_periodo,remoto,china,grande
2022,data_scientist,Analysis,108780,india,executivo,tempo_integral,presencial,china,grande
2021,machine_learning_engineer,Engineering,186374,india,senior,meio_periodo,presencial,india,pequena
2021,statistician,Engineering,53536,japao,pleno,tempo_integral,presencial,reino unido,pequena
2022,data_engineer,ML/AI,117746,estados unidos,sem_exp,freelancer,hibrido,reino unido,media
2020,statistician,ML/AI,35585,japao,pleno,temporario,presencial,china,pequena
2021,machine_learning_engineer,Analysis,87210,mexico,sem_exp,temporario,remoto,mexico,pequena
2020,data_scientist,Data Science,166528,mexico,sem_exp,tempo_integral,remoto,mexico,pequena
2021,machine_learning_engineer,Analysis,152365,reino unido,sem_exp,temporario,hibrido,china,grande
2022,data_analyst,ML/AI,198361,alemanha,pleno,temporario,presencial,india,pequena
2022,data_analyst,Engineering,39775,estados unidos,senior,meio_periodo,hibrido,alemanha,pequena
2022,statistician,Data Science,44099,alemanha,junior,tempo_integral,hibrido,china,grande
2021,statistician,Data Science,132341,estados unidos,junior,temporario,presencial,mexico,grande
2020,data_engineer,Engineering,71842,china,senior,freelancer,hibrido,china,grande
2020,data_engineer,ML/AI,87163,reino unido,pleno,tempo_integral,presencial,india,pequena
2020,data_analyst,Engineering,152863,reino unido,pleno,meio_periodo,presencial,alemanha,pequena
2021,data_scientist,ML/AI,125608,china,pleno,freelancer,hibrido,reino unido,media
2021,machine_learning_engineer,Analysis,170931,estados unidos,senior,temporario,remoto,mexico,media
2021,data_engineer,Engineering,139478,india,pleno,temporario,presencial,mexico,media
2021,data_engineer,Engineering,85700,estados unidos,pleno,tempo_integral,remoto,china,media
2021,data_scientist,ML/AI,32539,reino unido,executivo,temporario,remoto,estados unidos,pequena
2020,data_scientist,ML/AI,138609,mexico,pleno,tempo_integral,presencial,reino unido,grande
2021,statistician,Engineering,108735,alemanha,junior,temporario,remoto,reino unido,pequena
2021,machine_learning_engineer,Data Science,194230,japao,pleno,freelancer,hibrido,estados unidos,pequena
2020,data_scientist,Data Science,87824,alemanha,senior,meio_periodo,hibrido,india,pequena
2021,data_engineer,Data Science,42281,reino unido,senior,freelancer,remoto,japao,pequena
2020,data_engineer,Analysis,176192,alemanha,pleno,meio_periodo,hibrido,alemanha,grande
2020,data_analyst,Analysis,39946,india,senior,tempo_integral,presencial,alemanha,grande
2022,data_scientist,ML/AI,154128,india,senior,temporario,presencial,reino unido,media
2022,statistician,Analysis,154016,mexico,pleno,freelancer,remoto,estados unidos,pequena
2022,machine_learning_engineer,Data Science,106427,estados unidos,executivo,temporario,hibrido,mexico,media
2022,statistician,Engineering,56111,alemanha,executivo,tempo_integral,remoto,reino unido,grande
2021,data_engineer,Analysis,63290,alemanha,executivo,meio_periodo,hibrido,reino unido,grande
2022,statistician,Analysis,195534,reino unido,executivo,freelancer,presencial,mexico,media
2020,data_engineer,Data Science,34837,estados unidos,junior,meio_periodo,hibrido,mexico,grande
2021,data_engineer,Analysis,41801,estados unidos,pleno,meio_periodo,hibrido,china,grande
2022,data_engineer,ML/AI,159342,alemanha,senior,tempo_integral,remoto,india,pequena
2020,data_engineer,ML/AI,184782,japao,sem_exp,meio_periodo,presencial,alemanha,pequena
2021,data_engineer,Data Science,127157,alemanha,pleno,tempo_integral,hibrido,japao,grande
2021,data_analyst,ML/AI,70916,alemanha,senior,meio_periodo,presencial,estados unidos,grande
2022,statistician,Data Science,174137,alemanha,junior,meio_periodo,hibrido,japao,media
2021,data_analyst,ML/AI,92546,india,executivo,freelancer,presencial,estados unidos,media
2020,data_analyst,Engineering,75474,china,pleno,tempo_integral,hibrido,alemanha,grande
2021,data_scientist,Data Science,123766,estados unidos,sem_exp,temporario,presencial,india,grande
2020,data_scientist,ML/AI,66388,china,junior,temporario,hibrido,japao,pequena
2021,data_scientist,ML/AI,106167,india,senior,temporario,presencial,estados unidos,media
2022,machine_learning_engineer,ML/AI,125364,japao,junior,freelancer,hibrido,reino unido,pequena
2020,data_scientist,Data Science,104667,reino unido,sem_exp,freelancer,hibrido,mexico,pequena
2021,statistician,Analysis,109843,mexico,sem_exp,meio_periodo,presencial,alemanha,pequena
2021,data_analyst,ML/AI,33709,japao,pleno,meio_periodo,remoto,india,media
2021,statistician,Engineering,78754,estados unidos,executivo,temporario,hibrido,mexico,pequena
2020,data_scientist,Data Science,116257,reino unido,sem_exp,meio_periodo,hibrido,china,grande
2020,machine_learning_engineer,Analysis,35094,china,senior,meio_periodo,remoto,reino unido,grande
2020,machine_learning_engineer,Engineering,170487,japao,executivo,freelancer,hibrido,india,media
2022,data_analyst,Data Science,37472,estados unidos,sem_exp,temporario,presencial,estados unidos,media
2022,statistician,Analysis,66131,mexico,sem_exp,tempo_integral,remoto,reino unido,media
2020,data_engineer,Data Science,114943,mexico,junior,temporario,hibrido,china,grande
2021,statistician,Data Science,113737,japao,senior,freelancer,presencial,china,media
2022,data_scientist,Analysis,189020,reino unido,pleno,temporario,presencial,india,media
2020,data_engineer,ML/AI,53115,reino unido,pleno,tempo_integral,remoto,alemanha,media
2021,machine_learning_engineer,ML/AI,57961,japao,junior,meio_periodo,remoto,japao,grande
2022,data_analyst,Engineering,77083,india,junior,temporario,remoto,china,media
2021,data_analyst,ML/AI,77182,japao,executivo,freelancer,presencial,china,pequena
2021,machine_learning_engineer,Analysis,157987,china,senior,freelancer,hibrido,mexico,pequena
2021,data_scientist,Engineering,32017,japao,junior,temporario,presencial,japao,media
2021,machine_learning_engineer,Engineering,165295,japao,junior,meio_periodo,presencial,reino unido,grande
2022,data_scientist,Engineering,91852,india,pleno,meio_periodo,remoto,alemanha,media
2022,data_engineer,ML/AI,80509,alemanha,pleno,freelancer,hibrido,alemanha,pequena
2022,machine_learning_engineer,Analysis,184147,reino unido,sem_exp,freelancer,presencial,mexico,pequena
2020,data_scientist,ML/AI,36531,china,junior,tempo_integral,remoto,india,media
2022,data_engineer,Engineering,165738,estados unidos,senior,meio_periodo,remoto,reino unido,media
2021,machine_learning_engineer,Engineering,74023,reino unido,executivo,temporario,hibrido,mexico,grande
2022,data_analyst,Data Science,196308,reino unido,senior,freelancer,hibrido,alemanha,grande
2021,machine_learning_engineer,Data Science,70059,alemanha,junior,freelancer,remoto,india,pequena
2020,statistician,ML/AI,70023,reino unido,executivo,freelancer,hibrido,alemanha,media
2021,machine_learning_engineer,Engineering,34236,reino unido,senior,freelancer,hibrido,reino unido,pequena
2021,statistician,ML/AI,197696,india,junior,meio_periodo,presencial,alemanha,pequena
2021,data_engineer,ML/AI,193890,india,senior,freelancer,hibrido,mexico,grande
2020,machine_learning_engineer,Data Science,191172,india,junior,meio_periodo,remoto,alemanha,media
2022,data_engineer,Analysis,135109,india,pleno,tempo_integral,hibrido,alemanha,pequena
2022,data_engineer,ML/AI,156682,india,senior,tempo_integral,presencial,japao,pequena
2020,data_scientist,Analysis,54941,china,pleno,temporario,hibrido,estados unidos,grande
2021,data_engineer,Analysis,123067,estados unidos,pleno,freelancer,presencial,reino unido,media
2022,data_engineer,Engineering,131349,alemanha,executivo,temporario,hibrido,japao,media
2020,machine_learning_engineer,Engineering,106629,japao,executivo,meio_periodo,hibrido,estados unidos,pequena
2022,machine_learning_engineer,ML/AI,194097,mexico,senior,temporario,remoto,china,grande
2020,data_analyst,Data Science,41651,china,junior,temporario,remoto,alemanha,media
2021,data_scientist,Data Science,120380,india,executivo,freelancer,hibrido,alemanha,media
2022,data_engineer,ML/AI,79823,alemanha,executivo,meio_periodo,hibrido,mexico,pequena
